include,text,sql,base_id,sql_id
,show me the how many Secondary students are there in each district,"select district as 'group', year as 'key', sum(total_enrolled) as value, 1 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary')  group by year, district",6,165
,total students,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census group by year",7,7
1,total students in Bombali district,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census where district=""Bombali"" group by year",7,43
,total students by district,"select district as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census group by year, district",7,77
,total students by school level,"select school_level as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census group by year, school_level",7,106
,total students in Bombali district by school level,"select school_level as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census where district=""Bombali"" group by year, school_level",7,135
,total Senior Secondary students,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census  where school_level = 'Senior Secondary' group by year",7,166
,total Pre-Primary students in Bombali district,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census where school_level = 'Pre-Primary' and district=""Bombali"" group by year",7,199
,total Senior Secondary students by district,"select district as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census  where school_level = 'Senior Secondary' group by year, district",7,231
,total students in each district,"select district as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census group by year, district",7,77
,total Senior Secondary students in each district,"select district as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census  where school_level = 'Senior Secondary' group by year, district",7,231
,show me the total students,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census group by year",7,7
,show me the total students in Bombali district,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census where district=""Bombali"" group by year",7,43
,show me the total students by district,"select district as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census group by year, district",7,77
,show me the total students by school level,"select school_level as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census group by year, school_level",7,106
,show me the total students in Bombali district by school level,"select school_level as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census where district=""Bombali"" group by year, school_level",7,135
,show me the total Senior Secondary students,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census  where school_level = 'Senior Secondary' group by year",7,166
,show me the total Pre-Primary students in Bombali district,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census where school_level = 'Pre-Primary' and district=""Bombali"" group by year",7,199
,show me the total Senior Secondary students by district,"select district as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census  where school_level = 'Senior Secondary' group by year, district",7,231
,what is the total students,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census group by year",7,7
,what is the total students in Bombali district,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census where district=""Bombali"" group by year",7,43
,what is the total students by district,"select district as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census group by year, district",7,77
,what is the total students by school level,"select school_level as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census group by year, school_level",7,106
,what is the total students in Bombali district by school level,"select school_level as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census where district=""Bombali"" group by year, school_level",7,135
,what is the total Senior Secondary students,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census  where school_level = 'Senior Secondary' group by year",7,166
,what is the total Pre-Primary students in Bombali district,"select 'total_students' as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census where school_level = 'Pre-Primary' and district=""Bombali"" group by year",7,199
,what is the total Senior Secondary students by district,"select district as 'group', year as 'key',  sum(total_enrolled) as 'value', 1 as queryType from census  where school_level = 'Senior Secondary' group by year, district",7,231
,share students who are girls,"select 'total_students' as 'group', year as 'key', 100*sum(total_female_enrolled) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year",8,8
,share students who are girls in Pujehun district,"select 'total_students' as 'group', year as 'key', 100*sum(total_female_enrolled) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census where district=""Pujehun"" group by year",8,44
,share students who are girls by district,"select district as 'group', year as 'key', 100*sum(total_female_enrolled) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year, district",8,78
,share students who are girls by school level,"select school_level as 'group', year as 'key', 100*sum(total_female_enrolled) /sum(cast(total_enrolled as real)) as 'value', 3 as queryType from census group by year, school_level",8,107
